DATE,USALORSGPNOSTSAM
2019-12-01,100.748694096499
2020-01-01,100.753631839068
2020-02-01,100.737050361437
2020-03-01,96.1655262156686
2020-04-01,93.2284386051198
2020-05-01,91.7272487576326
2020-06-01,93.61579326455
2020-07-01,95.4859142276489
2020-08-01,97.3347269115007
2020-09-01,97.4712444548075
2020-10-01,97.6117499024284
2020-11-01,97.7682499990722
2020-12-01,98.1345202560968
2021-01-01,98.5232368259989
2021-02-01,98.8905032704654
2021-03-01,99.1164470677801
2021-04-01,99.3077582968857
2021-05-01,99.480661991241
2021-06-01,99.6668519639105
2021-07-01,99.8569441969764
2021-08-01,100.045783851809
2021-09-01,100.222607651442
2021-10-01,100.361195738407
2021-11-01,100.431993717542
2021-12-01,100.41704457764
2022-01-01,100.329633547277
2022-02-01,100.197537735304
2022-03-01,100.051370883768
2022-04-01,99.9162642589686
2022-05-01,99.810129179107
2022-06-01,99.7412082745143
2022-07-01,99.7035645041506
2022-08-01,99.6855633949914
